Object Designation,Year Range,Potential Impacts,Impact Probability (cumulative),Vinfinity (km/s),H (mag),Estimated Diameter (km),Palermo Scale (cum.),Palermo Scale (max.),Torino Scale (max.),Year_Start,Year_End,Impact Energy (MT),Crater Diameter (m)
(2025 AB),2122-2122,1,6.9e-08,11.32,27.1,0.013,-8.48,-8.48,0.0,2122,2122,,
(2024 FQ5),2088-2121,5,5.8e-06,6.96,31.0,0.002,-8.49,-8.72,0.0,2088,2121,,
(2018 GE),2111-2111,2,1.6e-07,1.97,27.5,0.011,-8.49,-8.49,0.0,2111,2111,,
(2015 HE183),2086-2114,3,1.3e-07,13.58,28.2,0.008,-8.49,-8.49,0.0,2086,2114,,
(2023 ET2),2028-2087,7,1e-07,13.28,30.5,0.003,-8.49,-8.5,0.0,2028,2087,,
(2024 RZ3),2102-2121,3,7.5e-08,2.54,26.9,0.014,-8.49,-8.68,0.0,2102,2121,,
(2023 XT),2120-2120,1,4.7e-07,8.16,28.7,0.006,-8.5,-8.5,0.0,2120,2120,,
(2022 PC2),2121-2121,1,9.7e-08,3.76,27.0,0.013,-8.5,-8.5,0.0,2121,2121,,
(2023 FT3),2104-2104,1,2e-08,8.62,26.1,0.021,-8.51,-8.51,0.0,2104,2104,,
(2022 OC5),2119-2122,3,7.1e-08,9.88,27.1,0.013,-8.52,-8.85,0.0,2119,2122,,
(2018 AT2),2109-2115,2,1.5e-07,7.11,27.7,0.01,-8.53,-8.57,0.0,2109,2115,,
(2019 UN8),2093-2122,6,5.2e-07,19.32,29.7,0.004,-8.53,-8.92,0.0,2093,2122,,
(2018 XX3),2088-2118,3,1.2e-06,4.41,29.7,0.004,-8.53,-8.64,0.0,2088,2118,,
(1994 XM1),2117-2117,1,1.9e-07,11.4,28.2,0.008,-8.53,-8.53,0.0,2117,2117,,
(2023 VV1),2101-2123,4,6.7e-07,3.36,28.9,0.005,-8.53,-8.99,0.0,2101,2123,,
(2024 UK4),2101-2115,2,2e-07,12.23,28.3,0.007,-8.53,-8.79,0.0,2101,2115,,
(2017 UK52),2031-2117,8,2.1e-08,11.43,27.0,0.014,-8.54,-8.83,0.0,2031,2117,,
(2022 RB2),2068-2068,1,3.7e-08,12.89,27.5,0.011,-8.54,-8.54,0.0,2068,2068,,
(2020 PW2),2073-2100,10,2.5e-07,10.61,28.7,0.006,-8.55,-9.06,0.0,2073,2100,,
(2013 NJ4),2114-2114,2,1.1e-07,5.61,27.4,0.011,-8.56,-8.74,0.0,2114,2114,,
(2021 UA1),2071-2122,19,6.7e-06,12.91,31.8,0.002,-8.56,-9.0,0.0,2071,2122,,
(2014 WX202),2118-2119,2,1.5e-06,0.98,29.6,0.004,-8.57,-8.61,0.0,2118,2119,,
(2018 LS5),2093-2104,2,3.2e-08,8.49,26.6,0.016,-8.57,-8.65,0.0,2093,2104,,
(2013 EC20),2068-2122,8,4.7e-07,2.68,29.0,0.005,-8.58,-8.94,0.0,2068,2122,,
(2020 YE4),2107-2107,1,1.8e-08,10.87,26.2,0.02,-8.58,-8.58,0.0,2107,2107,,
(2016 VZ17),2055-2111,10,4.8e-08,9.37,27.4,0.011,-8.58,-9.26,0.0,2055,2111,,
(2023 CY2),2049-2049,1,3.6e-08,12.35,28.1,0.008,-8.58,-8.58,0.0,2049,2049,,
(2018 WG2),2077-2118,10,1.6e-06,6.47,30.1,0.003,-8.59,-8.79,0.0,2077,2118,,
(2022 YK3),2049-2049,2,1.2e-07,12.67,29.1,0.005,-8.59,-8.64,0.0,2049,2049,,
(2024 YE9),2073-2107,3,5.3e-08,14.38,27.8,0.009,-8.59,-8.72,0.0,2073,2107,,
(2022 ET),2117-2117,1,2e-06,7.1,30.2,0.003,-8.6,-8.6,0.0,2117,2117,,
(2023 KJ4),2092-2119,5,4.6e-08,9.59,27.0,0.013,-8.6,-8.95,0.0,2092,2119,,
(2017 SA21),2056-2081,3,8.1e-08,10.04,28.3,0.007,-8.6,-8.69,0.0,2056,2081,,
(2017 FD3),2044-2044,1,2.1e-08,11.36,27.8,0.009,-8.6,-8.6,0.0,2044,2044,,
(2019 JX1),2100-2104,2,3.1e-07,14.36,29.1,0.005,-8.61,-8.73,0.0,2100,2104,,
(2017 UQ7),2122-2122,1,4.9e-09,14.05,25.2,0.031,-8.61,-8.61,0.0,2122,2122,,
(2019 DF),2059-2119,9,4.3e-07,14.1,30.0,0.003,-8.61,-8.81,0.0,2059,2119,,
(2025 SU),2084-2084,1,1.5e-07,9.93,28.4,0.007,-8.61,-8.61,0.0,2084,2084,,
(2025 FV12),2052-2057,4,4.7e-07,10.49,30.2,0.003,-8.61,-8.89,0.0,2052,2057,,
(2021 RY4),2110-2110,1,2.1e-07,9.41,28.4,0.007,-8.62,-8.62,0.0,2110,2110,,
(2019 JH7),2114-2118,2,9e-07,9.06,29.6,0.004,-8.62,-8.91,0.0,2114,2118,,
(2003 UM3),2030-2057,3,3.9e-08,13.2,28.1,0.008,-8.62,-8.7,0.0,2030,2057,,
(2021 RN10),2121-2121,2,5.1e-08,16.46,27.5,0.011,-8.63,-8.82,0.0,2121,2121,,
(2016 SX1),2119-2119,1,3.7e-07,2.7,28.5,0.007,-8.63,-8.63,0.0,2119,2119,,
(2024 UN),2108-2118,3,2.1e-08,14.06,26.6,0.016,-8.63,-8.97,0.0,2108,2118,,
(2024 YW9),2104-2104,1,1.9e-08,7.91,26.3,0.019,-8.63,-8.63,0.0,2104,2104,,
(2025 KE4),2037-2095,3,2e-07,3.7,29.3,0.005,-8.63,-8.93,0.0,2037,2095,,
(2019 UT5),2056-2056,2,5.2e-08,14.42,28.4,0.007,-8.65,-8.86,0.0,2056,2056,,
(2023 SU4),2079-2101,2,4.6e-08,10.55,27.3,0.012,-8.65,-8.7,0.0,2079,2101,,
(2008 US),2040-2044,2,5.7e-07,18.91,31.4,0.002,-8.66,-8.77,0.0,2040,2044,,
(2008 GF1),2080-2080,1,7.4e-08,14.61,28.3,0.007,-8.66,-8.66,0.0,2080,2080,,
(2022 SJ9),2070-2097,2,3.3e-08,9.63,27.3,0.012,-8.66,-8.77,0.0,2070,2097,,
(2019 VS4),2102-2105,2,6.2e-08,7.18,27.3,0.012,-8.66,-8.67,0.0,2102,2105,,
(2021 BV1),2064-2064,1,2.5e-08,21.48,28.0,0.008,-8.67,-8.67,0.0,2064,2064,,
(2018 CK),2072-2073,2,7.7e-09,14.41,26.4,0.018,-8.69,-8.75,0.0,2072,2073,,
(2020 CW),2046-2057,3,2.2e-06,20.08,32.5,0.001,-8.69,-8.79,0.0,2046,2057,,
(2008 JL24),2091-2111,6,8.3e-07,2.73,29.6,0.004,-8.7,-9.05,0.0,2091,2111,,
(2017 FS),2119-2119,2,1.8e-07,19.71,29.0,0.005,-8.7,-8.72,0.0,2119,2119,,
(2023 SO11),2123-2123,1,4.8e-08,2.58,26.7,0.015,-8.7,-8.7,0.0,2123,2123,,
(2020 HM7),2088-2088,1,7.2e-09,10.63,25.9,0.023,-8.7,-8.7,0.0,2088,2088,,
(2018 UL),2097-2097,1,4.6e-07,5.47,29.2,0.005,-8.71,-8.71,0.0,2097,2097,,
(2021 EN3),2093-2093,1,4.1e-08,10.86,27.4,0.011,-8.71,-8.71,0.0,2093,2093,,
(2023 CG4),2099-2114,3,3.5e-07,11.31,29.2,0.005,-8.71,-8.96,0.0,2099,2114,,
(2009 EJ1),2042-2121,4,3.3e-08,10.8,28.3,0.008,-8.73,-8.76,0.0,2042,2121,,
(2011 CA7),2062-2087,4,6.3e-07,8.92,30.3,0.003,-8.74,-8.97,0.0,2062,2087,,
(2020 TG6),2039-2039,1,3.1e-08,18.61,29.1,0.005,-8.75,-8.75,0.0,2039,2039,,
(2023 TA1),2101-2101,1,1.9e-08,7.54,26.5,0.017,-8.75,-8.75,0.0,2101,2101,,
(2025 TU1),2054-2057,2,6.9e-09,7.92,26.4,0.017,-8.75,-8.8,0.0,2054,2057,,
(2024 YP),2120-2120,1,4.9e-08,6.66,27.1,0.013,-8.75,-8.75,0.0,2120,2120,,
(2017 FX158),2118-2118,2,3.4e-07,8.35,29.0,0.005,-8.76,-8.89,0.0,2118,2118,,
(2015 ND3),2120-2120,1,1.3e-08,8.12,26.0,0.021,-8.76,-8.76,0.0,2120,2120,,
(2022 EA7),2114-2114,1,6.5e-08,7.98,27.5,0.011,-8.76,-8.76,0.0,2114,2114,,
(2002 EM7),2117-2117,1,1.8e-09,10.28,24.4,0.045,-8.76,-8.76,0.0,2117,2117,,
(2021 XW5),2112-2119,2,5.3e-08,9.43,27.4,0.011,-8.76,-8.8,0.0,2112,2119,,
(2019 FT1),2113-2113,1,2.9e-08,10.86,27.0,0.014,-8.77,-8.77,0.0,2113,2113,,
(2012 XB112),2118-2121,2,1.1e-06,4.12,29.8,0.004,-8.77,-8.88,0.0,2118,2121,,
(2008 SH148),2042-2097,4,4.7e-09,8.8,26.1,0.021,-8.78,-9.17,0.0,2042,2097,,
(2022 BM3),2097-2122,9,5.1e-07,7.41,29.4,0.004,-8.78,-9.29,0.0,2097,2122,,
(2024 RK13),2075-2119,2,1.4e-07,5.28,28.4,0.007,-8.78,-8.95,0.0,2075,2119,,
(2017 VC14),2077-2111,2,1.1e-07,11.51,28.3,0.007,-8.8,-8.85,0.0,2077,2111,,
(2006 WV),2078-2118,3,2.3e-08,14.62,27.1,0.013,-8.8,-8.9,0.0,2078,2118,,
(2022 UN8),2104-2104,1,1.6e-08,11.29,26.6,0.016,-8.81,-8.81,0.0,2104,2104,,
(2020 KU2),2105-2105,1,4.9e-09,14.32,25.8,0.024,-8.82,-8.82,0.0,2105,2105,,
(2024 VA2),2123-2123,1,1.3e-08,16.44,26.6,0.016,-8.82,-8.82,0.0,2123,2123,,
(2025 NO1),2064-2071,2,1.6e-06,9.13,31.2,0.002,-8.82,-8.97,0.0,2064,2071,,
(2023 QJ5),2113-2113,1,2.7e-08,11.42,27.1,0.013,-8.83,-8.83,0.0,2113,2113,,
(2025 QO),2109-2115,2,1.4e-07,7.16,28.3,0.007,-8.83,-9.09,0.0,2109,2115,,
(2021 AZ5),2110-2110,1,9.8e-08,8.06,28.1,0.008,-8.84,-8.84,0.0,2110,2110,,
(1993 KA2),2060-2060,1,4.2e-08,23.2,29.0,0.005,-8.84,-8.84,0.0,2060,2060,,
(2022 SZ9),2090-2090,1,9.6e-08,7.73,28.3,0.007,-8.84,-8.84,0.0,2090,2090,,
(2022 AV13),2057-2118,22,4.9e-06,7.02,31.8,0.002,-8.85,-9.62,0.0,2057,2118,,
(2019 QD),2112-2112,1,1.2e-07,15.33,28.8,0.006,-8.86,-8.86,0.0,2112,2112,,
(2024 RL3),2035-2035,1,3.6e-08,6.77,29.1,0.005,-8.86,-8.86,0.0,2035,2035,,
(2023 VN5),2117-2117,1,5.1e-08,13.23,27.8,0.009,-8.87,-8.87,0.0,2117,2117,,
(2021 UU),2091-2119,2,1.4e-08,10.84,26.6,0.016,-8.88,-9.09,0.0,2091,2119,,
(2023 AN6),2093-2093,1,8.2e-07,13.4,30.6,0.003,-8.88,-8.88,0.0,2093,2093,,
(2025 OC),2086-2095,2,6e-08,6.59,27.9,0.009,-8.88,-9.12,0.0,2086,2095,,
(2014 UU56),2088-2119,7,9.8e-08,8.17,28.3,0.007,-8.9,-9.31,0.0,2088,2119,,
(2022 DX29),2110-2118,2,9.7e-07,8.28,30.3,0.003,-8.9,-9.03,0.0,2110,2118,,
(2022 AO1),2113-2114,2,2.9e-07,13.96,29.5,0.004,-8.9,-8.93,0.0,2113,2114,,
(2020 SC),2102-2102,1,6.3e-09,21.9,26.7,0.016,-8.91,-8.91,0.0,2102,2102,,
(2024 VO),2111-2119,5,3e-06,2.56,31.0,0.002,-8.91,-9.14,0.0,2111,2119,,
(2022 BD1),2051-2051,1,2.8e-08,26.08,29.2,0.005,-8.92,-8.92,0.0,2051,2051,,
(2022 WC11),2110-2122,3,9.7e-08,7.96,28.1,0.008,-8.92,-9.1,0.0,2110,2122,,
(2021 RG6),2121-2121,1,2.4e-07,6.76,28.9,0.006,-8.92,-8.92,0.0,2121,2121,,
(2008 XK),2050-2092,4,6.4e-09,17.2,27.2,0.013,-8.94,-9.1,0.0,2050,2092,,
(2021 KQ2),2102-2116,4,8.2e-07,2.33,29.9,0.004,-8.94,-9.06,0.0,2102,2116,,
(2018 GN),2102-2102,1,3.8e-09,20.2,26.2,0.02,-8.95,-8.95,0.0,2102,2102,,
(2021 BY1),2051-2051,1,1.9e-08,20.77,28.7,0.006,-8.95,-8.95,0.0,2051,2051,,
(2010 CQ19),2114-2114,1,1.8e-08,13.01,27.1,0.013,-8.95,-8.95,0.0,2114,2114,,
(2017 FX90),2122-2122,2,7e-09,12.49,26.1,0.021,-8.95,-9.09,0.0,2122,2122,,
(2012 GD),2060-2118,6,1.7e-08,8.57,26.9,0.014,-8.96,-9.31,0.0,2060,2118,,
(2008 OT7),2110-2110,1,2.3e-08,9.5,27.1,0.013,-8.96,-8.96,0.0,2110,2110,,
(2014 AK51),2110-2110,1,1.3e-08,10.27,26.6,0.016,-8.96,-8.96,0.0,2110,2110,,
(2023 HF3),2057-2123,5,2e-07,10.97,29.1,0.005,-8.96,-9.35,0.0,2057,2123,,
(2023 UL),2095-2116,4,7e-08,8.36,28.1,0.008,-8.96,-9.25,0.0,2095,2116,,
(2009 TB),2070-2115,4,5.6e-08,15.11,28.9,0.006,-8.97,-9.01,0.0,2070,2115,,
(2021 FF2),2075-2108,3,6.2e-08,9.38,28.1,0.008,-8.97,-9.2,0.0,2075,2108,,
(2008 BE15),2102-2102,1,7.2e-10,18.05,24.7,0.04,-8.98,-8.98,0.0,2102,2102,,
(2016 UR36),2107-2118,2,2.3e-08,16.72,27.5,0.011,-8.98,-9.04,0.0,2107,2118,,
(2016 JA),2089-2089,1,2.9e-08,7.57,27.5,0.011,-8.99,-8.99,0.0,2089,2089,,
(2025 NM1),2088-2088,1,4.2e-07,11.48,30.2,0.003,-8.99,-8.99,0.0,2088,2088,,
(2021 GZ7),2074-2101,2,1e-07,10.14,28.9,0.006,-9.0,-9.22,0.0,2074,2101,,
(2012 CS46),2116-2116,1,5.1e-08,6.72,27.7,0.01,-9.0,-9.0,0.0,2116,2116,,
(2021 WR4),2064-2120,17,9.6e-07,4.31,30.4,0.003,-9.01,-9.45,0.0,2064,2120,,
(2009 XR1),2049-2116,18,1.3e-07,6.03,29.3,0.005,-9.02,-9.31,0.0,2049,2116,,
(2021 PA1),2113-2113,1,1.3e-08,15.77,27.1,0.013,-9.02,-9.02,0.0,2113,2113,,
(2001 DZ76),2079-2079,1,1.6e-09,12.36,25.4,0.028,-9.02,-9.02,0.0,2079,2079,,
(2014 RT17),2120-2120,1,5.4e-10,19.79,24.4,0.044,-9.03,-9.03,0.0,2120,2120,,
(2014 HJ198),2106-2111,2,4.1e-09,22.51,26.5,0.017,-9.03,-9.05,0.0,2106,2111,,
(2021 VM96),2067-2091,2,1.8e-06,15.98,32.0,0.001,-9.04,-9.26,0.0,2067,2091,,
(2023 TY10),2064-2117,3,4e-08,15.41,28.6,0.006,-9.04,-9.15,0.0,2064,2117,,
(2017 WW1),2049-2055,4,8.9e-08,12.45,29.7,0.004,-9.05,-9.48,0.0,2049,2055,,
(2019 TX),2061-2101,5,5.8e-08,7.05,28.7,0.006,-9.05,-9.26,0.0,2061,2101,,
(2017 UJ2),2078-2120,16,1.3e-06,5.24,30.9,0.002,-9.06,-9.8,0.0,2078,2120,,
(2008 CF22),2094-2112,2,4.1e-09,11.83,26.0,0.021,-9.06,-9.33,0.0,2094,2112,,
(2024 MB1),2117-2124,2,3.2e-08,4.03,27.2,0.012,-9.06,-9.1,0.0,2117,2124,,
(2020 YS2),2092-2119,7,1.7e-06,2.63,31.0,0.002,-9.07,-9.27,0.0,2092,2119,,
(2021 TK208),2030-2089,12,5.1e-08,17.06,29.5,0.004,-9.07,-9.47,0.0,2030,2089,,
(2025 PC),2108-2124,6,2.6e-07,9.06,29.4,0.004,-9.08,-9.27,0.0,2108,2124,,
(2020 SM2),2080-2111,3,1.1e-07,4.18,28.7,0.006,-9.09,-9.48,0.0,2080,2111,,
(2020 HE7),2115-2122,2,1.6e-07,3.12,28.8,0.006,-9.1,-9.1,0.0,2115,2122,,
(2014 UZ175),2081-2081,1,3.4e-08,6.17,27.9,0.009,-9.11,-9.11,0.0,2081,2081,,
(2005 CM7),2090-2120,2,2.7e-09,18.35,26.2,0.02,-9.12,-9.28,0.0,2090,2120,,
(2023 SR5),2115-2115,1,9e-08,9.4,28.6,0.006,-9.13,-9.13,0.0,2115,2115,,
(2024 TG5),2075-2075,1,1.8e-08,7.67,27.6,0.01,-9.13,-9.13,0.0,2075,2075,,
(2014 DC),2111-2111,1,1.1e-08,8.51,26.8,0.015,-9.15,-9.15,0.0,2111,2111,,
(2025 SU4),2092-2125,11,3.6e-06,7.05,31.8,0.002,-9.15,-9.58,0.0,2092,2125,,
(2024 WM3),2107-2107,1,1e-08,8.68,26.8,0.015,-9.16,-9.16,0.0,2107,2107,,
(2021 GU12),2096-2113,2,3.4e-08,8.92,27.9,0.009,-9.17,-9.24,0.0,2096,2113,,
(2016 DB),2057-2082,3,3.9e-08,9.08,28.5,0.007,-9.17,-9.3,0.0,2057,2082,,
(2015 BP513),2088-2088,1,8.4e-09,7.49,26.8,0.015,-9.17,-9.17,0.0,2088,2088,,
(2020 SA2),2117-2117,1,2.9e-08,15.63,28.1,0.008,-9.17,-9.17,0.0,2117,2117,,
(2021 LL6),2088-2088,1,7.6e-09,8.94,26.8,0.015,-9.18,-9.18,0.0,2088,2088,,
(2023 RP2),2094-2094,1,1.2e-08,9.09,27.2,0.012,-9.18,-9.18,0.0,2094,2094,,
(2022 BO1),2122-2122,2,1.7e-08,13.25,27.4,0.011,-9.19,-9.31,0.0,2122,2122,,
(2023 QR),2076-2076,1,4.1e-08,20.68,29.3,0.005,-9.19,-9.19,0.0,2076,2076,,
(2015 CT13),2122-2122,1,4.8e-09,6.48,25.9,0.022,-9.2,-9.2,0.0,2122,2122,,
(2019 SU1),2106-2119,2,7.8e-08,5.08,28.4,0.007,-9.2,-9.23,0.0,2106,2119,,
(2019 SU2),2088-2099,4,2.5e-07,11.1,30.1,0.003,-9.2,-9.34,0.0,2088,2099,,
(2021 VN3),2069-2096,2,3.3e-07,9.06,30.6,0.003,-9.2,-9.2,0.0,2069,2096,,
(2025 SX26),2041-2100,6,1.5e-09,8.15,26.2,0.02,-9.2,-9.36,0.0,2041,2100,,
(2024 EJ4),2074-2100,8,1.5e-07,6.7,29.4,0.004,-9.21,-9.74,0.0,2074,2100,,
(2024 AS1),2095-2095,1,7.1e-09,16.78,27.2,0.012,-9.22,-9.22,0.0,2095,2095,,
(2024 YA5),2069-2069,1,1e-08,16.44,27.9,0.009,-9.22,-9.22,0.0,2069,2069,,
(2024 YC),2112-2112,1,1.8e-08,6.29,27.3,0.012,-9.23,-9.23,0.0,2112,2112,,
(2021 VR1),2117-2117,1,3.1e-07,3.42,29.6,0.004,-9.24,-9.24,0.0,2117,2117,,
(2024 XA),2043-2043,1,4e-07,8.98,31.6,0.002,-9.24,-9.24,0.0,2043,2043,,
(2024 CW6),2088-2088,1,2.2e-08,3.13,27.6,0.01,-9.25,-9.25,0.0,2088,2088,,
(2025 RP3),2083-2089,2,1.4e-07,10.46,29.7,0.004,-9.25,-9.35,0.0,2083,2089,,
(2025 BT4),2107-2107,1,7.1e-08,5.9,28.5,0.007,-9.25,-9.25,0.0,2107,2107,,
(2023 ET1),2109-2111,2,1.8e-07,8.77,29.6,0.004,-9.27,-9.28,0.0,2109,2111,,
(2023 RF156),2073-2073,1,1.1e-07,8.05,29.6,0.004,-9.28,-9.28,0.0,2073,2073,,
(2021 HY2),2051-2104,10,4.2e-08,7.68,28.9,0.006,-9.28,-9.78,0.0,2051,2104,,
(2025 GS),2085-2092,2,2.9e-08,9.68,28.3,0.007,-9.29,-9.4,0.0,2085,2092,,
(2019 UX12),2108-2121,2,6.1e-08,9.61,28.7,0.006,-9.3,-9.32,0.0,2108,2121,,
(2020 VT3),2100-2100,2,6.8e-08,8.96,28.9,0.006,-9.3,-9.37,0.0,2100,2100,,
(2019 BB5),2109-2119,2,7.6e-09,7.23,26.7,0.016,-9.31,-9.4,0.0,2109,2119,,
(2024 XK2),2103-2103,1,9.1e-09,4.85,26.8,0.015,-9.31,-9.31,0.0,2103,2103,,
(2019 CY1),2060-2060,1,6.4e-10,13.35,25.7,0.025,-9.32,-9.32,0.0,2060,2060,,
(2019 TA),2116-2121,2,1.9e-07,6.05,29.5,0.004,-9.32,-9.6,0.0,2116,2121,,
(2002 CA26),2120-2120,1,2.4e-09,11.85,25.9,0.022,-9.33,-9.33,0.0,2120,2120,,
(2012 FN35),2108-2108,1,8.5e-10,8.48,24.9,0.036,-9.34,-9.34,0.0,2108,2108,,
(2013 AC4),2085-2085,1,9.7e-10,19.7,26.0,0.022,-9.34,-9.34,0.0,2085,2085,,
(2023 LC),2099-2099,1,6e-08,3.99,28.6,0.006,-9.35,-9.35,0.0,2099,2099,,
(2024 KB1),2109-2109,1,2.8e-08,11.09,28.2,0.008,-9.35,-9.35,0.0,2109,2109,,
(2020 ME63),2056-2119,4,1.4e-06,8.6,31.9,0.001,-9.35,-9.51,0.0,2056,2119,,
(2017 MA3),2110-2110,1,6e-09,9.02,26.7,0.015,-9.37,-9.37,0.0,2110,2110,,
(2019 HN4),2099-2099,1,4.7e-08,5.57,28.5,0.007,-9.38,-9.38,0.0,2099,2099,,
(2025 PU),2059-2059,2,1.4e-07,9.69,30.5,0.003,-9.38,-9.49,0.0,2059,2059,,
(2019 SQ1),2090-2090,1,1.4e-08,6.0,27.6,0.01,-9.4,-9.4,0.0,2090,2090,,
(2019 VC),2117-2120,2,8.3e-08,3.81,28.8,0.006,-9.41,-9.51,0.0,2117,2120,,
(2012 VQ6),2102-2102,1,5.1e-09,12.92,27.0,0.013,-9.42,-9.42,0.0,2102,2102,,
(2020 BB),2114-2123,2,6.2e-08,3.43,28.6,0.006,-9.42,-9.43,0.0,2114,2123,,
(2005 WY),2060-2107,2,4.1e-09,8.14,27.1,0.013,-9.43,-9.47,0.0,2060,2107,,
(2024 TU8),2059-2104,3,9.5e-09,10.72,27.9,0.009,-9.44,-9.59,0.0,2059,2104,,
(2019 LD42),2087-2087,1,2.4e-08,13.16,28.7,0.006,-9.45,-9.45,0.0,2087,2087,,
(2006 EH1),2112-2112,1,2.9e-09,13.27,26.5,0.017,-9.46,-9.46,0.0,2112,2112,,
(2023 GP3),2106-2118,2,4e-08,7.96,28.6,0.006,-9.47,-9.74,0.0,2106,2118,,
(2025 FO2),2077-2077,1,9.1e-09,12.5,27.9,0.009,-9.47,-9.47,0.0,2077,2077,,
(2025 HH),2079-2079,1,2.9e-07,7.71,30.8,0.002,-9.47,-9.47,0.0,2079,2079,,
(2014 XE32),2083-2083,1,1.7e-09,13.53,26.4,0.018,-9.48,-9.48,0.0,2083,2083,,
(2021 AC4),2120-2120,1,6.1e-08,7.16,28.8,0.006,-9.48,-9.48,0.0,2120,2120,,
(2017 YC6),2072-2072,1,6.4e-10,15.21,25.9,0.023,-9.49,-9.49,0.0,2072,2072,,
(2022 QE2),2079-2122,5,6.5e-08,5.88,29.0,0.005,-9.49,-9.97,0.0,2079,2122,,
(2025 EX1),2122-2122,1,5.7e-07,5.19,30.7,0.002,-9.49,-9.49,0.0,2122,2122,,
(2017 KJ32),2073-2105,5,5.5e-08,2.47,28.9,0.006,-9.5,-9.95,0.0,2073,2105,,
(2016 CO248),2086-2086,1,9.5e-09,5.07,27.5,0.011,-9.52,-9.52,0.0,2086,2086,,
(2012 SW2),2117-2117,1,5.9e-09,16.57,27.4,0.011,-9.53,-9.53,0.0,2117,2117,,
(2018 BQ6),2078-2081,2,5.1e-09,10.05,27.4,0.011,-9.53,-9.58,0.0,2078,2081,,
(2021 BR2),2103-2122,5,4.3e-07,7.38,30.8,0.002,-9.53,-9.93,0.0,2103,2122,,
(2019 YA3),2070-2070,1,1.7e-09,8.24,26.5,0.017,-9.55,-9.55,0.0,2070,2070,,
(2023 RM16),2056-2056,1,1.5e-08,8.49,28.9,0.006,-9.57,-9.57,0.0,2056,2056,,
(2021 VD8),2084-2096,2,1.1e-07,11.65,30.3,0.003,-9.58,-9.62,0.0,2084,2096,,
(2024 GV3),2082-2082,1,1.6e-08,10.84,28.6,0.006,-9.61,-9.61,0.0,2082,2082,,
(2017 GM),2080-2121,2,5.3e-08,16.19,29.9,0.004,-9.64,-9.82,0.0,2080,2121,,
(2020 XX3),2086-2094,2,2.4e-08,4.6,28.5,0.007,-9.64,-9.65,0.0,2086,2094,,
(2025 SL22),2092-2103,2,3.1e-08,5.05,28.7,0.006,-9.65,-9.77,0.0,2092,2103,,
(2022 DH),2094-2094,1,7.6e-09,6.96,27.6,0.01,-9.66,-9.66,0.0,2094,2094,,
(2019 XR),2053-2053,1,4.5e-09,8.1,28.1,0.008,-9.69,-9.69,0.0,2053,2053,,
(2024 US),2120-2120,1,1.3e-08,7.64,27.9,0.009,-9.69,-9.69,0.0,2120,2120,,
(2007 EK),2093-2093,1,3.8e-08,8.33,29.3,0.005,-9.7,-9.7,0.0,2093,2093,,
(2023 XB4),2111-2111,1,1.4e-08,9.93,28.2,0.008,-9.7,-9.7,0.0,2111,2111,,
(2011 EU20),2088-2088,1,3.7e-09,9.13,27.3,0.012,-9.74,-9.74,0.0,2088,2088,,
(2014 EC),2119-2119,1,9.3e-09,15.77,28.2,0.008,-9.74,-9.74,0.0,2119,2119,,
(2024 JN),2110-2110,1,1.9e-08,3.05,28.3,0.008,-9.74,-9.74,0.0,2110,2110,,
(2019 HR2),2049-2118,8,2.7e-08,8.39,28.9,0.005,-9.75,-10.22,0.0,2049,2118,,
(2019 UN13),2107-2111,4,8.9e-07,10.18,32.1,0.001,-9.76,-10.22,0.0,2107,2111,,
(2021 AS2),2063-2063,1,8.2e-09,24.55,29.4,0.004,-9.76,-9.76,0.0,2063,2063,,
(2016 NC56),2115-2115,1,2.7e-09,14.36,27.1,0.013,-9.76,-9.76,0.0,2115,2115,,
(2022 EE5),2113-2115,3,1.5e-07,3.37,30.1,0.003,-9.77,-9.94,0.0,2113,2115,,
(2024 RZ21),2114-2114,1,2.2e-10,17.01,25.0,0.034,-9.77,-9.77,0.0,2114,2114,,
(2024 HO2),2045-2045,1,1.2e-08,7.98,29.4,0.004,-9.79,-9.79,0.0,2045,2045,,
(2016 WW2),2107-2107,2,2.4e-08,10.02,29.0,0.005,-9.84,-9.91,0.0,2107,2107,,
(2011 SC108),2111-2111,1,2.9e-09,22.29,27.9,0.009,-9.85,-9.85,0.0,2111,2111,,
(2021 CY),2100-2100,1,4.4e-09,10.98,27.7,0.01,-9.86,-9.86,0.0,2100,2100,,
(2021 CP7),2108-2108,1,5.4e-09,9.88,27.7,0.01,-9.87,-9.87,0.0,2108,2108,,
(2023 XH7),2088-2088,1,1.8e-09,19.97,27.6,0.01,-9.87,-9.87,0.0,2088,2088,,
(2004 OD4),2093-2093,1,1.8e-09,8.51,26.9,0.014,-9.9,-9.9,0.0,2093,2093,,
(2019 YE),2112-2112,1,1.4e-09,12.21,26.7,0.016,-9.9,-9.9,0.0,2112,2112,,
(2021 VO8),2114-2114,1,3.1e-09,7.11,27.0,0.013,-9.9,-9.9,0.0,2114,2114,,
(2020 DF2),2117-2117,1,6.9e-10,15.11,26.2,0.019,-9.91,-9.91,0.0,2117,2117,,
(2024 JT3),2095-2104,2,1.9e-08,9.61,29.1,0.005,-9.91,-9.93,0.0,2095,2104,,
(2022 UA6),2090-2096,2,4.8e-09,11.8,28.0,0.008,-9.92,-10.15,0.0,2090,2096,,
